model,task,fold,seed,status,subject_id,rank_N,persistent_rank,N_future_BA,N_worst_BA,erasure_harm_future,erasure_harm_worst,random_removal_harm_future,random_removal_harm_worst,excess_future,excess_worst
EEGNet,WBCIC_MI,0,0,ESTIMABLE,sub-40,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,0,ESTIMABLE,sub-43,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,0,ESTIMABLE,sub-46,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,0,ESTIMABLE,sub-51,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,1,ESTIMABLE,sub-4,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,1,ESTIMABLE,sub-8,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,1,ESTIMABLE,sub-10,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,1,ESTIMABLE,sub-15,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,1,ESTIMABLE,sub-20,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,1,ESTIMABLE,sub-39,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,1,ESTIMABLE,sub-40,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,1,ESTIMABLE,sub-43,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,1,ESTIMABLE,sub-46,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,1,ESTIMABLE,sub-51,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,2,ESTIMABLE,sub-4,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,2,ESTIMABLE,sub-8,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,2,ESTIMABLE,sub-10,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,2,ESTIMABLE,sub-15,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,2,ESTIMABLE,sub-20,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,2,ESTIMABLE,sub-39,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,2,ESTIMABLE,sub-40,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,2,ESTIMABLE,sub-43,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,2,ESTIMABLE,sub-46,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,0,2,ESTIMABLE,sub-51,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,0,ESTIMABLE,sub-4,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,0,ESTIMABLE,sub-8,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,0,ESTIMABLE,sub-10,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,0,ESTIMABLE,sub-15,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,0,ESTIMABLE,sub-20,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,0,ESTIMABLE,sub-39,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,0,ESTIMABLE,sub-40,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,0,ESTIMABLE,sub-43,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,0,ESTIMABLE,sub-46,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,0,ESTIMABLE,sub-51,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,1,ESTIMABLE,sub-4,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,1,ESTIMABLE,sub-8,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,1,ESTIMABLE,sub-10,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,1,ESTIMABLE,sub-15,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,1,ESTIMABLE,sub-20,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,1,ESTIMABLE,sub-39,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,1,ESTIMABLE,sub-40,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,1,ESTIMABLE,sub-43,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,1,ESTIMABLE,sub-46,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,1,ESTIMABLE,sub-51,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,2,ESTIMABLE,sub-4,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,2,ESTIMABLE,sub-8,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,2,ESTIMABLE,sub-10,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,2,ESTIMABLE,sub-15,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,2,ESTIMABLE,sub-20,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,2,ESTIMABLE,sub-39,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,2,ESTIMABLE,sub-40,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,2,ESTIMABLE,sub-43,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,2,ESTIMABLE,sub-46,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,1,2,ESTIMABLE,sub-51,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,0,ESTIMABLE,sub-4,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,0,ESTIMABLE,sub-8,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,0,ESTIMABLE,sub-10,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,0,ESTIMABLE,sub-15,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,0,ESTIMABLE,sub-20,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,0,ESTIMABLE,sub-39,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,0,ESTIMABLE,sub-40,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,0,ESTIMABLE,sub-43,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,0,ESTIMABLE,sub-46,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,0,ESTIMABLE,sub-51,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,1,ESTIMABLE,sub-4,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,1,ESTIMABLE,sub-8,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,1,ESTIMABLE,sub-10,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,1,ESTIMABLE,sub-15,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,1,ESTIMABLE,sub-20,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,1,ESTIMABLE,sub-39,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,1,ESTIMABLE,sub-40,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,1,ESTIMABLE,sub-43,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,1,ESTIMABLE,sub-46,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,1,ESTIMABLE,sub-51,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,2,ESTIMABLE,sub-4,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,2,ESTIMABLE,sub-8,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,2,ESTIMABLE,sub-10,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,2,ESTIMABLE,sub-15,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,2,ESTIMABLE,sub-20,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,2,ESTIMABLE,sub-39,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,2,ESTIMABLE,sub-40,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,2,ESTIMABLE,sub-43,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,2,ESTIMABLE,sub-46,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,2,2,ESTIMABLE,sub-51,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,0,ESTIMABLE,sub-4,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,0,ESTIMABLE,sub-8,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,0,ESTIMABLE,sub-10,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,0,ESTIMABLE,sub-15,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,0,ESTIMABLE,sub-20,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,0,ESTIMABLE,sub-39,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,0,ESTIMABLE,sub-40,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,0,ESTIMABLE,sub-43,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,0,ESTIMABLE,sub-46,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,0,ESTIMABLE,sub-51,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,1,ESTIMABLE,sub-4,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,1,ESTIMABLE,sub-8,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,1,ESTIMABLE,sub-10,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,1,ESTIMABLE,sub-15,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,1,ESTIMABLE,sub-20,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,1,ESTIMABLE,sub-39,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,1,ESTIMABLE,sub-40,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,1,ESTIMABLE,sub-43,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,1,ESTIMABLE,sub-46,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,1,ESTIMABLE,sub-51,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,2,ESTIMABLE,sub-4,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,2,ESTIMABLE,sub-8,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,2,ESTIMABLE,sub-10,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,2,ESTIMABLE,sub-15,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,2,ESTIMABLE,sub-20,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,2,ESTIMABLE,sub-39,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,2,ESTIMABLE,sub-40,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,2,ESTIMABLE,sub-43,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,2,ESTIMABLE,sub-46,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,3,2,ESTIMABLE,sub-51,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,0,ESTIMABLE,sub-4,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,0,ESTIMABLE,sub-8,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,0,ESTIMABLE,sub-10,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,0,ESTIMABLE,sub-15,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,0,ESTIMABLE,sub-20,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,0,ESTIMABLE,sub-39,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,0,ESTIMABLE,sub-40,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,0,ESTIMABLE,sub-43,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,0,ESTIMABLE,sub-46,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,0,ESTIMABLE,sub-51,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,1,ESTIMABLE,sub-4,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,1,ESTIMABLE,sub-8,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,1,ESTIMABLE,sub-10,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,1,ESTIMABLE,sub-15,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,1,ESTIMABLE,sub-20,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,1,ESTIMABLE,sub-39,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,1,ESTIMABLE,sub-40,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,1,ESTIMABLE,sub-43,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,1,ESTIMABLE,sub-46,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,1,ESTIMABLE,sub-51,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,2,ESTIMABLE,sub-4,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,2,ESTIMABLE,sub-8,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,2,ESTIMABLE,sub-10,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,2,ESTIMABLE,sub-15,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,2,ESTIMABLE,sub-20,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,2,ESTIMABLE,sub-39,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,2,ESTIMABLE,sub-40,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,2,ESTIMABLE,sub-43,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,2,ESTIMABLE,sub-46,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGNet,WBCIC_MI,4,2,ESTIMABLE,sub-51,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,0,ESTIMABLE,4,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,0,ESTIMABLE,12,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,0,ESTIMABLE,13,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,0,ESTIMABLE,17,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,0,ESTIMABLE,18,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,0,ESTIMABLE,24,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,0,ESTIMABLE,25,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,0,ESTIMABLE,29,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,0,ESTIMABLE,36,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,0,ESTIMABLE,37,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,0,ESTIMABLE,39,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,0,ESTIMABLE,42,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,0,ESTIMABLE,51,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,0,ESTIMABLE,54,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,1,ESTIMABLE,4,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,1,ESTIMABLE,12,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,1,ESTIMABLE,13,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,1,ESTIMABLE,17,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,1,ESTIMABLE,18,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,1,ESTIMABLE,24,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,1,ESTIMABLE,25,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,1,ESTIMABLE,29,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,1,ESTIMABLE,36,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,1,ESTIMABLE,37,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,1,ESTIMABLE,39,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,1,ESTIMABLE,42,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,1,ESTIMABLE,51,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,1,ESTIMABLE,54,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,4,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,12,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,13,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,17,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,18,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,24,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,25,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,29,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,36,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,37,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,39,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,42,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,51,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,54,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,4,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,12,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,13,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,17,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,18,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,24,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,25,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,29,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,36,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,37,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,39,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,42,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,51,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,54,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,4,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,12,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,13,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,17,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,18,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,24,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,25,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,29,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,36,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,37,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,39,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,42,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,51,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,54,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,2,ESTIMABLE,4,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,2,ESTIMABLE,12,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,2,ESTIMABLE,13,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,2,ESTIMABLE,17,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,2,ESTIMABLE,18,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,2,ESTIMABLE,24,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
EEGConformer,OpenBMI_MI,1,2,ESTIMABLE,25,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
